date,product_id,category,quantity,is_holiday,is_promo
2022-06-02,P002,Clothing,106.7,0,0
2022-06-03,P002,Clothing,110.8,0,0
2022-06-04,P002,Clothing,116.3,0,0
2022-06-05,P002,Clothing,107.0,0,0
2022-06-06,P002,Clothing,153.7,0,1
2022-06-07,P002,Clothing,95.5,0,0
2022-06-08,P002,Clothing,103.8,0,0
2022-06-09,P002,Clothing,97.9,0,0
2022-06-10,P002,Clothing,95.3,0,0
2022-06-11,P002,Clothing,117.9,0,0
2022-06-12,P002,Clothing,110.8,0,0
2022-06-13,P002,Clothing,91.8,0,0
2022-06-14,P002,Clothing,94.3,0,0
2022-06-15,P002,Clothing,89.7,0,0
2022-06-16,P002,Clothing,87.4,0,0
2022-06-17,P002,Clothing,92.1,0,0
2022-06-18,P002,Clothing,98.8,0,0
2022-06-19,P002,Clothing,163.1,1,0
2022-06-20,P002,Clothing,83.8,0,0
2022-06-21,P002,Clothing,83.4,0,0
2022-06-22,P002,Clothing,69.3,0,0
2022-06-23,P002,Clothing,82.1,0,0
2022-06-24,P002,Clothing,101.6,0,0
2022-06-25,P002,Clothing,101.8,0,0
2022-06-26,P002,Clothing,164.7,0,1
2022-06-27,P002,Clothing,72.2,0,0
2022-06-28,P002,Clothing,92.3,0,0
2022-06-29,P002,Clothing,84.1,0,0
2022-06-30,P002,Clothing,88.9,0,0
2022-07-01,P002,Clothing,106.3,0,0
2022-07-02,P002,Clothing,112.7,0,0
2022-07-03,P002,Clothing,93.4,0,0
2022-07-04,P002,Clothing,134.4,1,0
2022-07-05,P002,Clothing,142.1,0,1
2022-07-06,P002,Clothing,85.5,0,0
2022-07-07,P002,Clothing,83.5,0,0
2022-07-08,P002,Clothing,86.1,0,0
2022-07-09,P002,Clothing,109.6,0,0
2022-07-10,P002,Clothing,155.9,0,1
2022-07-11,P002,Clothing,90.2,0,0
2022-07-12,P002,Clothing,78.1,0,0
2022-07-13,P002,Clothing,91.0,0,0
2022-07-14,P002,Clothing,83.9,0,0
2022-07-15,P002,Clothing,92.3,0,0
2022-07-16,P002,Clothing,93.1,0,0
2022-07-17,P002,Clothing,84.8,0,0
2022-07-18,P002,Clothing,76.1,0,0
2022-07-19,P002,Clothing,81.5,0,0
2022-07-20,P002,Clothing,77.6,0,0
2022-07-21,P002,Clothing,71.2,0,0
2022-07-22,P002,Clothing,75.2,0,0
2022-07-23,P002,Clothing,150.5,0,1
2022-07-24,P002,Clothing,76.8,0,0
2022-07-25,P002,Clothing,71.8,0,0
2022-07-26,P002,Clothing,80.4,0,0
2022-07-27,P002,Clothing,75.3,0,0
2022-07-28,P002,Clothing,63.1,0,0
2022-07-29,P002,Clothing,80.9,0,0
2022-07-30,P002,Clothing,92.8,0,0
2022-07-31,P002,Clothing,99.8,0,0
2022-08-01,P002,Clothing,60.1,0,0
2022-08-02,P002,Clothing,69.1,0,0
2022-08-03,P002,Clothing,84.7,0,0
2022-08-04,P002,Clothing,78.9,0,0
2022-08-05,P002,Clothing,148.2,0,1
2022-08-06,P002,Clothing,157.2,0,1
2022-08-07,P002,Clothing,87.2,0,0
2022-08-08,P002,Clothing,73.1,0,0
2022-08-09,P002,Clothing,129.2,0,1
2022-08-10,P002,Clothing,78.3,0,0
2022-08-11,P002,Clothing,66.1,0,0
2022-08-12,P002,Clothing,145.7,0,1
2022-08-13,P002,Clothing,92.6,0,0
2022-08-14,P002,Clothing,80.2,0,0
2022-08-15,P002,Clothing,67.1,0,0
2022-08-16,P002,Clothing,65.6,0,0
2022-08-17,P002,Clothing,65.0,0,0
2022-08-18,P002,Clothing,72.0,0,0
2022-08-19,P002,Clothing,71.9,0,0
2022-08-20,P002,Clothing,93.0,0,0
2022-08-21,P002,Clothing,76.3,0,0
2022-08-22,P002,Clothing,71.4,0,0
2022-08-23,P002,Clothing,61.6,0,0
2022-08-24,P002,Clothing,68.0,0,0
2022-08-25,P002,Clothing,70.0,0,0
2022-08-26,P002,Clothing,87.3,0,0
2022-08-27,P002,Clothing,92.9,0,0
2022-08-28,P002,Clothing,82.2,0,0
2022-08-29,P002,Clothing,70.0,0,0
2022-08-30,P002,Clothing,55.8,0,0
2022-08-31,P002,Clothing,71.4,0,0
2022-09-01,P002,Clothing,86.9,0,0
2022-09-02,P002,Clothing,79.9,0,0
2022-09-03,P002,Clothing,91.5,0,0
2022-09-04,P002,Clothing,87.5,0,0
2022-09-05,P002,Clothing,133.0,1,0
2022-09-06,P002,Clothing,57.0,0,0
2022-09-07,P002,Clothing,61.5,0,0
2022-09-08,P002,Clothing,76.1,0,0
2022-09-09,P002,Clothing,75.1,0,0
2022-09-10,P002,Clothing,100.2,0,0
2022-09-11,P002,Clothing,82.7,0,0
2022-09-12,P002,Clothing,55.7,0,0
2022-09-13,P002,Clothing,62.5,0,0
2022-09-14,P002,Clothing,55.6,0,0
2022-09-15,P002,Clothing,74.3,0,0
2022-09-16,P002,Clothing,79.6,0,0
2022-09-17,P002,Clothing,154.3,0,1
2022-09-18,P002,Clothing,92.9,0,0
2022-09-19,P002,Clothing,77.1,0,0
2022-09-20,P002,Clothing,70.9,0,0
2022-09-21,P002,Clothing,61.0,0,0
2022-09-22,P002,Clothing,81.2,0,0
2022-09-23,P002,Clothing,85.8,0,0
2022-09-24,P002,Clothing,96.5,0,0
2022-09-25,P002,Clothing,93.9,0,0
2022-09-26,P002,Clothing,63.6,0,0
2022-09-27,P002,Clothing,86.6,0,0
2022-09-28,P002,Clothing,70.3,0,0
2022-09-29,P002,Clothing,83.9,0,0
2022-09-30,P002,Clothing,73.4,0,0
2022-10-01,P002,Clothing,90.5,0,0
2022-10-02,P002,Clothing,99.3,0,0
2022-10-03,P002,Clothing,71.4,0,0
2022-10-04,P002,Clothing,81.2,0,0
2022-10-05,P002,Clothing,80.1,0,0
2022-10-06,P002,Clothing,80.6,0,0
2022-10-07,P002,Clothing,95.2,0,0
2022-10-08,P002,Clothing,97.3,0,0
2022-10-09,P002,Clothing,80.6,0,0
2022-10-10,P002,Clothing,194.4,1,1
2022-10-11,P002,Clothing,81.8,0,0
2022-10-12,P002,Clothing,83.6,0,0
2022-10-13,P002,Clothing,73.8,0,0
2022-10-14,P002,Clothing,84.4,0,0
2022-10-15,P002,Clothing,97.7,0,0
2022-10-16,P002,Clothing,92.3,0,0
2022-10-17,P002,Clothing,69.4,0,0
2022-10-18,P002,Clothing,77.0,0,0
2022-10-19,P002,Clothing,79.2,0,0
2022-10-20,P002,Clothing,91.6,0,0
2022-10-21,P002,Clothing,97.1,0,0
2022-10-22,P002,Clothing,103.4,0,0
2022-10-23,P002,Clothing,95.1,0,0
2022-10-24,P002,Clothing,82.1,0,0
2022-10-25,P002,Clothing,78.8,0,0
2022-10-26,P002,Clothing,79.6,0,0
2022-10-27,P002,Clothing,83.8,0,0
2022-10-28,P002,Clothing,91.0,0,0
2022-10-29,P002,Clothing,100.1,0,0
2022-10-30,P002,Clothing,101.8,0,0
2022-10-31,P002,Clothing,89.1,0,0
2022-11-01,P002,Clothing,137.2,1,0
2022-11-02,P002,Clothing,90.4,0,0
2022-11-03,P002,Clothing,91.7,0,0
2022-11-04,P002,Clothing,100.6,0,0
2022-11-05,P002,Clothing,110.8,0,0
2022-11-06,P002,Clothing,94.9,0,0
2022-11-07,P002,Clothing,79.8,0,0
2022-11-08,P002,Clothing,91.0,0,0
2022-11-09,P002,Clothing,100.2,0,0
2022-11-10,P002,Clothing,82.4,0,0
2022-11-11,P002,Clothing,228.1,1,1
2022-11-12,P002,Clothing,122.0,0,0
2022-11-13,P002,Clothing,106.7,0,0
2022-11-14,P002,Clothing,94.9,0,0
2022-11-15,P002,Clothing,89.8,0,0
2022-11-16,P002,Clothing,96.5,0,0
2022-11-17,P002,Clothing,89.8,0,0
2022-11-18,P002,Clothing,90.5,0,0
2022-11-19,P002,Clothing,124.0,0,0
2022-11-20,P002,Clothing,105.0,0,0
2022-11-21,P002,Clothing,92.1,0,0
2022-11-22,P002,Clothing,89.1,0,0
2022-11-23,P002,Clothing,91.9,0,0
2022-11-24,P002,Clothing,162.7,1,0
2022-11-25,P002,Clothing,224.5,1,0
2022-11-26,P002,Clothing,124.1,0,0
2022-11-27,P002,Clothing,117.9,0,0
2022-11-28,P002,Clothing,100.8,0,0
2022-11-29,P002,Clothing,103.2,0,0
2022-11-30,P002,Clothing,114.7,0,0
2022-12-01,P002,Clothing,100.7,0,0
2022-12-02,P002,Clothing,112.5,0,0
2022-12-03,P002,Clothing,132.6,0,0
2022-12-04,P002,Clothing,126.8,0,0
2022-12-05,P002,Clothing,93.3,0,0
2022-12-06,P002,Clothing,167.3,0,1
2022-12-07,P002,Clothing,116.9,0,0
2022-12-08,P002,Clothing,114.4,0,0
2022-12-09,P002,Clothing,117.7,0,0
2022-12-10,P002,Clothing,127.6,0,0
2022-12-11,P002,Clothing,119.8,0,0
2022-12-12,P002,Clothing,107.9,0,0
2022-12-13,P002,Clothing,107.3,0,0
2022-12-14,P002,Clothing,111.5,0,0
2022-12-15,P002,Clothing,115.2,0,0
2022-12-16,P002,Clothing,115.7,0,0
2022-12-17,P002,Clothing,135.9,0,0
2022-12-18,P002,Clothing,144.5,0,0
2022-12-19,P002,Clothing,162.1,0,1
2022-12-20,P002,Clothing,114.4,0,0
2022-12-21,P002,Clothing,110.4,0,0
2022-12-22,P002,Clothing,121.8,0,0
2022-12-23,P002,Clothing,123.7,0,0
2022-12-24,P002,Clothing,200.8,1,0
2022-12-25,P002,Clothing,196.7,1,0
2022-12-26,P002,Clothing,174.0,1,0
2022-12-27,P002,Clothing,122.9,0,0
2022-12-28,P002,Clothing,103.5,0,0
2022-12-29,P002,Clothing,131.5,0,0
2022-12-30,P002,Clothing,129.0,0,0
2022-12-31,P002,Clothing,269.9,1,1
2023-01-01,P002,Clothing,248.5,1,1
2023-01-02,P002,Clothing,110.6,0,0
2023-01-03,P002,Clothing,119.7,0,0
2023-01-04,P002,Clothing,185.4,0,1
2023-01-05,P002,Clothing,126.2,0,0
2023-01-06,P002,Clothing,136.5,0,0
2023-01-07,P002,Clothing,130.7,0,0
2023-01-08,P002,Clothing,141.4,0,0
2023-01-09,P002,Clothing,118.8,0,0
2023-01-10,P002,Clothing,120.2,0,0
2023-01-11,P002,Clothing,114.9,0,0
2023-01-12,P002,Clothing,130.3,0,0
2023-01-13,P002,Clothing,116.8,0,0
2023-01-14,P002,Clothing,148.7,0,0
2023-01-15,P002,Clothing,128.2,0,0
2023-01-16,P002,Clothing,185.6,0,1
2023-01-17,P002,Clothing,183.3,1,0
2023-01-18,P002,Clothing,134.2,0,0
2023-01-19,P002,Clothing,192.3,0,1
2023-01-20,P002,Clothing,130.1,0,0
2023-01-21,P002,Clothing,143.7,0,0
2023-01-22,P002,Clothing,148.1,0,0
2023-01-23,P002,Clothing,126.9,0,0
2023-01-24,P002,Clothing,123.7,0,0
2023-01-25,P002,Clothing,127.3,0,0
2023-01-26,P002,Clothing,121.5,0,0
2023-01-27,P002,Clothing,139.1,0,0
2023-01-28,P002,Clothing,137.6,0,0
2023-01-29,P002,Clothing,146.7,0,0
2023-01-30,P002,Clothing,126.2,0,0
2023-01-31,P002,Clothing,143.2,0,0
2023-02-01,P002,Clothing,123.5,0,0
2023-02-02,P002,Clothing,132.5,0,0
2023-02-03,P002,Clothing,149.7,0,0
2023-02-04,P002,Clothing,158.0,0,0
2023-02-05,P002,Clothing,138.9,0,0
2023-02-06,P002,Clothing,128.2,0,0
2023-02-07,P002,Clothing,129.4,0,0
2023-02-08,P002,Clothing,133.7,0,0
2023-02-09,P002,Clothing,130.0,0,0
2023-02-10,P002,Clothing,138.9,0,0
2023-02-11,P002,Clothing,141.3,0,0
2023-02-12,P002,Clothing,145.4,0,0
2023-02-13,P002,Clothing,130.7,0,0
2023-02-14,P002,Clothing,128.9,0,0
2023-02-15,P002,Clothing,122.5,0,0
2023-02-16,P002,Clothing,141.7,0,0
2023-02-17,P002,Clothing,142.6,0,0
2023-02-18,P002,Clothing,147.7,0,0
2023-02-19,P002,Clothing,143.4,0,0
2023-02-20,P002,Clothing,118.8,0,0
2023-02-21,P002,Clothing,184.3,1,0
2023-02-22,P002,Clothing,129.9,0,0
2023-02-23,P002,Clothing,143.6,0,0
2023-02-24,P002,Clothing,136.5,0,0
2023-02-25,P002,Clothing,156.7,0,0
2023-02-26,P002,Clothing,142.0,0,0
2023-02-27,P002,Clothing,130.2,0,0
2023-02-28,P002,Clothing,130.1,0,0
2023-03-01,P002,Clothing,139.0,0,0
2023-03-02,P002,Clothing,132.3,0,0
2023-03-03,P002,Clothing,130.4,0,0
2023-03-04,P002,Clothing,143.6,0,0
2023-03-05,P002,Clothing,141.8,0,0
2023-03-06,P002,Clothing,120.4,0,0
2023-03-07,P002,Clothing,133.3,0,0
2023-03-08,P002,Clothing,130.0,0,0
2023-03-09,P002,Clothing,150.5,0,0
2023-03-10,P002,Clothing,128.9,0,0
2023-03-11,P002,Clothing,153.2,0,0
2023-03-12,P002,Clothing,201.4,0,1
2023-03-13,P002,Clothing,124.5,0,0
2023-03-14,P002,Clothing,130.8,0,0
2023-03-15,P002,Clothing,117.3,0,0
2023-03-16,P002,Clothing,136.0,0,0
2023-03-17,P002,Clothing,151.3,0,0
2023-03-18,P002,Clothing,212.0,0,1
2023-03-19,P002,Clothing,145.2,0,0
2023-03-20,P002,Clothing,133.1,0,0
2023-03-21,P002,Clothing,191.7,0,1
2023-03-22,P002,Clothing,127.2,0,0
2023-03-23,P002,Clothing,118.6,0,0
2023-03-24,P002,Clothing,141.8,0,0
2023-03-25,P002,Clothing,212.8,0,1
2023-03-26,P002,Clothing,135.6,0,0
2023-03-27,P002,Clothing,125.9,0,0
2023-03-28,P002,Clothing,123.5,0,0
2023-03-29,P002,Clothing,126.0,0,0
2023-03-30,P002,Clothing,135.4,0,0
2023-03-31,P002,Clothing,127.5,0,0
2023-04-01,P002,Clothing,218.4,0,1
2023-04-02,P002,Clothing,131.3,0,0
2023-04-03,P002,Clothing,118.9,0,0
2023-04-04,P002,Clothing,137.6,0,0
2023-04-05,P002,Clothing,134.6,0,0
2023-04-06,P002,Clothing,130.1,0,0
2023-04-07,P002,Clothing,127.9,0,0
2023-04-08,P002,Clothing,142.2,0,0
2023-04-09,P002,Clothing,138.5,0,0
2023-04-10,P002,Clothing,121.2,0,0
2023-04-11,P002,Clothing,122.4,0,0
2023-04-12,P002,Clothing,124.8,0,0
2023-04-13,P002,Clothing,125.7,0,0
2023-04-14,P002,Clothing,122.3,0,0
2023-04-15,P002,Clothing,139.8,0,0
2023-04-16,P002,Clothing,141.4,0,0
2023-04-17,P002,Clothing,109.6,0,0
2023-04-18,P002,Clothing,119.2,0,0
2023-04-19,P002,Clothing,117.1,0,0
2023-04-20,P002,Clothing,125.1,0,0
2023-04-21,P002,Clothing,126.3,0,0
2023-04-22,P002,Clothing,149.8,0,0
2023-04-23,P002,Clothing,136.0,0,0
2023-04-24,P002,Clothing,107.1,0,0
2023-04-25,P002,Clothing,121.8,0,0
2023-04-26,P002,Clothing,114.5,0,0
2023-04-27,P002,Clothing,117.8,0,0
2023-04-28,P002,Clothing,191.8,0,1
2023-04-29,P002,Clothing,134.2,0,0
2023-04-30,P002,Clothing,199.4,0,1
2023-05-01,P002,Clothing,107.5,0,0
2023-05-02,P002,Clothing,110.4,0,0
2023-05-03,P002,Clothing,112.1,0,0
2023-05-04,P002,Clothing,114.7,0,0
2023-05-05,P002,Clothing,129.7,0,0
2023-05-06,P002,Clothing,138.2,0,0
2023-05-07,P002,Clothing,201.4,0,1
2023-05-08,P002,Clothing,187.7,0,1
2023-05-09,P002,Clothing,104.5,0,0
2023-05-10,P002,Clothing,113.5,0,0
2023-05-11,P002,Clothing,107.4,0,0
2023-05-12,P002,Clothing,114.3,0,0
2023-05-13,P002,Clothing,190.7,0,1
2023-05-14,P002,Clothing,116.3,0,0
2023-05-15,P002,Clothing,99.1,0,0
2023-05-16,P002,Clothing,106.8,0,0
2023-05-17,P002,Clothing,101.8,0,0
2023-05-18,P002,Clothing,116.9,0,0
2023-05-19,P002,Clothing,109.9,0,0
2023-05-20,P002,Clothing,145.3,0,0
2023-05-21,P002,Clothing,116.7,0,0
2023-05-22,P002,Clothing,102.8,0,0
2023-05-23,P002,Clothing,95.9,0,0
2023-05-24,P002,Clothing,117.0,0,0
2023-05-25,P002,Clothing,115.1,0,0
2023-05-26,P002,Clothing,114.2,0,0
2023-05-27,P002,Clothing,115.1,0,0
2023-05-28,P002,Clothing,117.4,0,0
2023-05-29,P002,Clothing,91.6,0,0
2023-05-30,P002,Clothing,170.0,1,0
2023-05-31,P002,Clothing,107.7,0,0
2023-06-01,P002,Clothing,105.0,0,0
2023-06-02,P002,Clothing,93.1,0,0
2023-06-03,P002,Clothing,113.9,0,0
2023-06-04,P002,Clothing,116.9,0,0
2023-06-05,P002,Clothing,103.0,0,0
2023-06-06,P002,Clothing,104.2,0,0
2023-06-07,P002,Clothing,88.8,0,0
2023-06-08,P002,Clothing,102.9,0,0
2023-06-09,P002,Clothing,111.7,0,0
2023-06-10,P002,Clothing,106.1,0,0
2023-06-11,P002,Clothing,109.0,0,0
2023-06-12,P002,Clothing,93.5,0,0
2023-06-13,P002,Clothing,91.7,0,0
2023-06-14,P002,Clothing,83.7,0,0
2023-06-15,P002,Clothing,95.4,0,0
2023-06-16,P002,Clothing,99.7,0,0
2023-06-17,P002,Clothing,112.4,0,0
2023-06-18,P002,Clothing,102.1,0,0
2023-06-19,P002,Clothing,145.6,1,0
2023-06-20,P002,Clothing,90.1,0,0
2023-06-21,P002,Clothing,95.1,0,0
2023-06-22,P002,Clothing,92.3,0,0
2023-06-23,P002,Clothing,95.9,0,0
2023-06-24,P002,Clothing,110.7,0,0
2023-06-25,P002,Clothing,90.2,0,0
2023-06-26,P002,Clothing,88.3,0,0
2023-06-27,P002,Clothing,87.2,0,0
2023-06-28,P002,Clothing,89.4,0,0
2023-06-29,P002,Clothing,97.3,0,0
2023-06-30,P002,Clothing,83.0,0,0
2023-07-01,P002,Clothing,94.4,0,0
2023-07-02,P002,Clothing,101.2,0,0
2023-07-03,P002,Clothing,82.2,0,0
2023-07-04,P002,Clothing,209.3,1,1
2023-07-05,P002,Clothing,83.3,0,0
2023-07-06,P002,Clothing,92.5,0,0
2023-07-07,P002,Clothing,98.6,0,0
2023-07-08,P002,Clothing,107.4,0,0
2023-07-09,P002,Clothing,95.0,0,0
2023-07-10,P002,Clothing,66.0,0,0
2023-07-11,P002,Clothing,86.5,0,0
2023-07-12,P002,Clothing,91.4,0,0
2023-07-13,P002,Clothing,89.8,0,0
2023-07-14,P002,Clothing,148.5,0,1
2023-07-15,P002,Clothing,106.1,0,0
2023-07-16,P002,Clothing,99.7,0,0
2023-07-17,P002,Clothing,87.1,0,0
2023-07-18,P002,Clothing,73.6,0,0
2023-07-19,P002,Clothing,79.8,0,0
2023-07-20,P002,Clothing,88.1,0,0
2023-07-21,P002,Clothing,88.2,0,0
2023-07-22,P002,Clothing,92.4,0,0
2023-07-23,P002,Clothing,94.7,0,0
2023-07-24,P002,Clothing,78.7,0,0
2023-07-25,P002,Clothing,141.7,0,1
2023-07-26,P002,Clothing,80.7,0,0
2023-07-27,P002,Clothing,79.8,0,0
2023-07-28,P002,Clothing,95.4,0,0
2023-07-29,P002,Clothing,92.0,0,0
2023-07-30,P002,Clothing,150.5,0,1
2023-07-31,P002,Clothing,73.4,0,0
2023-08-01,P002,Clothing,81.1,0,0
2023-08-02,P002,Clothing,68.1,0,0
2023-08-03,P002,Clothing,71.5,0,0
2023-08-04,P002,Clothing,71.4,0,0
2023-08-05,P002,Clothing,96.5,0,0
2023-08-06,P002,Clothing,81.8,0,0
2023-08-07,P002,Clothing,69.5,0,0
2023-08-08,P002,Clothing,78.4,0,0
2023-08-09,P002,Clothing,72.3,0,0
2023-08-10,P002,Clothing,80.2,0,0
2023-08-11,P002,Clothing,81.5,0,0
2023-08-12,P002,Clothing,99.5,0,0
2023-08-13,P002,Clothing,91.0,0,0
2023-08-14,P002,Clothing,66.6,0,0
2023-08-15,P002,Clothing,72.2,0,0
2023-08-16,P002,Clothing,82.3,0,0
2023-08-17,P002,Clothing,80.5,0,0
2023-08-18,P002,Clothing,73.7,0,0
2023-08-19,P002,Clothing,98.8,0,0
2023-08-20,P002,Clothing,80.4,0,0
2023-08-21,P002,Clothing,79.6,0,0
2023-08-22,P002,Clothing,79.4,0,0
2023-08-23,P002,Clothing,77.1,0,0
2023-08-24,P002,Clothing,78.6,0,0
2023-08-25,P002,Clothing,81.1,0,0
2023-08-26,P002,Clothing,98.8,0,0
2023-08-27,P002,Clothing,84.9,0,0
2023-08-28,P002,Clothing,72.0,0,0
2023-08-29,P002,Clothing,78.5,0,0
2023-08-30,P002,Clothing,71.7,0,0
2023-08-31,P002,Clothing,73.8,0,0
2023-09-01,P002,Clothing,75.0,0,0
2023-09-02,P002,Clothing,151.9,0,1
2023-09-03,P002,Clothing,139.8,0,1
2023-09-04,P002,Clothing,75.5,0,0
2023-09-05,P002,Clothing,144.9,1,0
2023-09-06,P002,Clothing,84.9,0,0
2023-09-07,P002,Clothing,67.9,0,0
2023-09-08,P002,Clothing,87.9,0,0
2023-09-09,P002,Clothing,104.4,0,0
2023-09-10,P002,Clothing,85.3,0,0
2023-09-11,P002,Clothing,72.3,0,0
2023-09-12,P002,Clothing,61.3,0,0
2023-09-13,P002,Clothing,78.4,0,0
2023-09-14,P002,Clothing,72.5,0,0
2023-09-15,P002,Clothing,85.5,0,0
2023-09-16,P002,Clothing,86.4,0,0
2023-09-17,P002,Clothing,92.9,0,0
2023-09-18,P002,Clothing,79.4,0,0
2023-09-19,P002,Clothing,70.4,0,0
2023-09-20,P002,Clothing,70.8,0,0
2023-09-21,P002,Clothing,66.9,0,0
2023-09-22,P002,Clothing,84.0,0,0
2023-09-23,P002,Clothing,94.2,0,0
2023-09-24,P002,Clothing,81.1,0,0
2023-09-25,P002,Clothing,77.3,0,0
2023-09-26,P002,Clothing,74.2,0,0
2023-09-27,P002,Clothing,72.9,0,0
2023-09-28,P002,Clothing,78.9,0,0
2023-09-29,P002,Clothing,94.4,0,0
2023-09-30,P002,Clothing,103.7,0,0
2023-10-01,P002,Clothing,92.1,0,0
2023-10-02,P002,Clothing,80.4,0,0
2023-10-03,P002,Clothing,71.7,0,0
2023-10-04,P002,Clothing,82.1,0,0
2023-10-05,P002,Clothing,85.6,0,0
2023-10-06,P002,Clothing,86.7,0,0
2023-10-07,P002,Clothing,104.9,0,0
2023-10-08,P002,Clothing,90.2,0,0
2023-10-09,P002,Clothing,82.1,0,0
2023-10-10,P002,Clothing,209.1,1,1
2023-10-11,P002,Clothing,65.7,0,0
2023-10-12,P002,Clothing,94.7,0,0
2023-10-13,P002,Clothing,72.8,0,0
2023-10-14,P002,Clothing,100.7,0,0
2023-10-15,P002,Clothing,104.4,0,0
2023-10-16,P002,Clothing,143.4,0,1
2023-10-17,P002,Clothing,74.9,0,0
2023-10-18,P002,Clothing,80.1,0,0
2023-10-19,P002,Clothing,96.5,0,0
2023-10-20,P002,Clothing,82.8,0,0
2023-10-21,P002,Clothing,114.8,0,0
2023-10-22,P002,Clothing,100.4,0,0
2023-10-23,P002,Clothing,76.8,0,0
2023-10-24,P002,Clothing,147.5,0,1
2023-10-25,P002,Clothing,83.6,0,0
2023-10-26,P002,Clothing,98.5,0,0
2023-10-27,P002,Clothing,102.9,0,0
2023-10-28,P002,Clothing,99.7,0,0
2023-10-29,P002,Clothing,101.4,0,0
2023-10-30,P002,Clothing,82.1,0,0
2023-10-31,P002,Clothing,98.8,0,0
2023-11-01,P002,Clothing,144.7,1,0
2023-11-02,P002,Clothing,106.5,0,0
2023-11-03,P002,Clothing,165.3,0,1
2023-11-04,P002,Clothing,106.6,0,0
2023-11-05,P002,Clothing,103.0,0,0
2023-11-06,P002,Clothing,85.9,0,0
2023-11-07,P002,Clothing,85.8,0,0
2023-11-08,P002,Clothing,97.4,0,0
2023-11-09,P002,Clothing,91.9,0,0
2023-11-10,P002,Clothing,91.1,0,0
2023-11-11,P002,Clothing,175.1,1,0
2023-11-12,P002,Clothing,99.3,0,0
2023-11-13,P002,Clothing,89.7,0,0
2023-11-14,P002,Clothing,91.6,0,0
2023-11-15,P002,Clothing,94.8,0,0
2023-11-16,P002,Clothing,116.1,0,0
2023-11-17,P002,Clothing,109.0,0,0
2023-11-18,P002,Clothing,186.7,0,1
2023-11-19,P002,Clothing,103.1,0,0
2023-11-20,P002,Clothing,158.0,0,1
2023-11-21,P002,Clothing,102.5,0,0
2023-11-22,P002,Clothing,97.5,0,0
2023-11-23,P002,Clothing,112.8,0,0
2023-11-24,P002,Clothing,224.6,1,0
2023-11-25,P002,Clothing,183.0,1,0
2023-11-26,P002,Clothing,114.4,0,0
2023-11-27,P002,Clothing,102.9,0,0
2023-11-28,P002,Clothing,100.7,0,0
2023-11-29,P002,Clothing,106.0,0,0
2023-11-30,P002,Clothing,109.1,0,0
2023-12-01,P002,Clothing,111.3,0,0
2023-12-02,P002,Clothing,131.6,0,0
2023-12-03,P002,Clothing,123.3,0,0
2023-12-04,P002,Clothing,105.0,0,0
2023-12-05,P002,Clothing,105.7,0,0
2023-12-06,P002,Clothing,116.5,0,0
2023-12-07,P002,Clothing,112.8,0,0
2023-12-08,P002,Clothing,117.7,0,0
2023-12-09,P002,Clothing,132.8,0,0
2023-12-10,P002,Clothing,136.3,0,0
2023-12-11,P002,Clothing,164.6,0,1
2023-12-12,P002,Clothing,117.0,0,0
2023-12-13,P002,Clothing,102.8,0,0
2023-12-14,P002,Clothing,119.3,0,0
2023-12-15,P002,Clothing,133.2,0,0
2023-12-16,P002,Clothing,138.8,0,0
2023-12-17,P002,Clothing,130.1,0,0
2023-12-18,P002,Clothing,109.1,0,0
2023-12-19,P002,Clothing,115.7,0,0
2023-12-20,P002,Clothing,116.8,0,0
2023-12-21,P002,Clothing,116.3,0,0
2023-12-22,P002,Clothing,124.7,0,0
2023-12-23,P002,Clothing,140.3,0,0
2023-12-24,P002,Clothing,187.4,1,0
2023-12-25,P002,Clothing,170.8,1,0
2023-12-26,P002,Clothing,170.1,1,0
2023-12-27,P002,Clothing,124.2,0,0
2023-12-28,P002,Clothing,128.1,0,0
2023-12-29,P002,Clothing,131.3,0,0
2023-12-30,P002,Clothing,148.4,0,0
2023-12-31,P002,Clothing,260.1,1,1
2024-01-01,P002,Clothing,181.6,1,0
2024-01-02,P002,Clothing,123.9,0,0
2024-01-03,P002,Clothing,124.2,0,0
2024-01-04,P002,Clothing,124.2,0,0
2024-01-05,P002,Clothing,147.0,0,0
2024-01-06,P002,Clothing,142.3,0,0
2024-01-07,P002,Clothing,134.1,0,0
2024-01-08,P002,Clothing,124.8,0,0
2024-01-09,P002,Clothing,126.4,0,0
2024-01-10,P002,Clothing,118.6,0,0
2024-01-11,P002,Clothing,137.5,0,0
2024-01-12,P002,Clothing,134.9,0,0
2024-01-13,P002,Clothing,140.8,0,0
2024-01-14,P002,Clothing,148.6,0,0
2024-01-15,P002,Clothing,128.6,0,0
2024-01-16,P002,Clothing,119.2,0,0
2024-01-17,P002,Clothing,201.4,1,0
2024-01-18,P002,Clothing,137.0,0,0
2024-01-19,P002,Clothing,137.9,0,0
2024-01-20,P002,Clothing,160.4,0,0
2024-01-21,P002,Clothing,144.4,0,0
2024-01-22,P002,Clothing,126.7,0,0
2024-01-23,P002,Clothing,125.3,0,0
2024-01-24,P002,Clothing,199.9,0,1
2024-01-25,P002,Clothing,138.0,0,0
2024-01-26,P002,Clothing,140.1,0,0
2024-01-27,P002,Clothing,211.2,0,1
2024-01-28,P002,Clothing,146.1,0,0
2024-01-29,P002,Clothing,128.3,0,0
